campaign_id,customer_id,Coupon_redeem,Item_purchased
,1371,4,522.00
,1372,3,619.00
,1373,,169.00
,1374,,57.00
,1375,,303.00
,1376,2,107.00
,1377,,603.00
,1378,22,812.00
,1379,3,326.00
,1380,1,207.00
,1381,,238.00
,1382,9,751.00
,1383,2,1140.00
,1384,3,581.00
,1385,26,519.00
,1386,11,471.00
,1387,24,896.00
,1388,,363.00
,1389,3,428.00
,1390,2,330.00
,1391,,771.00
,1392,5,1090.00
,1393,,589.00
,1394,,224.00
,1395,,180.00
,1396,5,630.00
,1397,,223.00
,1398,5,544.00
,1399,,320.00
,1400,27,346.00
,1401,1,348.00
,1402,,461.00
,1403,,344.00
,1404,20,649.00
,1405,,571.00
,1406,,172.00
,1407,25,531.00
,1408,11,813.00
,1409,3,443.00
,1410,1,327.00
,1411,1,401.00
,1412,22,398.00
,1413,3,250.00
,1414,8,253.00
,1415,5,418.00
,1416,1,250.00
,1417,,175.00
,1418,4,542.00
,1419,1,389.00
,1420,1,283.00
,1421,,115.00
,1422,1,187.00
,1423,1,205.00
,1424,13,681.00
,1425,,178.00
,1426,1,172.00
,1427,4,488.00
,1428,4,700.00
,1429,1,178.00
,1430,1,761.00
,1431,6,1080.00
,1432,,703.00
,1433,4,192.00
,1434,2,696.00
,1435,,166.00
,1436,,422.00
,1437,5,204.00
,1438,,528.00
,1439,,105.00
,1440,,97.00
,1441,44,691.00
,1442,1,154.00
,1443,4,105.00
,1444,13,1343.00
,1445,,131.00
,1446,3,296.00
,1447,2,234.00
,1448,,166.00
,1449,3,1055.00
,1450,4,932.00
,1451,1,1057.00
,1452,18,288.00
,1453,4,451.00
,1454,4,423.00
,1455,2,302.00
,1456,1,181.00
,1457,27,540.00
,1458,12,546.00
,1459,1,204.00
,1460,6,776.00
,1461,10,419.00
,1462,,137.00
,1463,32,1016.00
,1464,2,1435.00
,1465,,161.00
,1466,9,1665.00
,1467,23,257.00
,1468,1,314.00
,1469,7,896.00
,1470,6,524.00
,1471,72,538.00
,1472,55,649.00
,1473,2,957.00
,1474,,312.00
,1475,5,967.00
,1476,5,259.00
,1477,3,740.00
,1478,25,237.00
,1479,7,494.00
,1480,6,305.00
,1481,2,630.00
,1482,1,107.00
,1483,3,162.00
,1484,4,248.00
,1485,12,894.00
,1486,,332.00
,1487,4,454.00
,1488,,118.00
,1489,7,264.00
,1490,4,767.00
,1491,,282.00
,1492,2,698.00
,1493,7,602.00
,1494,4,674.00
,1495,1,186.00
,1496,97,482.00
,1497,,219.00
,1498,2,316.00
,1499,4,404.00
,1500,25,536.00
,1501,,146.00
,1502,3,281.00
,1503,,150.00
,1504,4,510.00
,1505,,110.00
,1506,31,315.00
,1507,12,241.00
,1508,,163.00
,1509,1,616.00
,1510,1,134.00
,1511,,248.00
,1512,,145.00
,1513,1,59.00
,1514,2,227.00
,1515,,81.00
,1516,2,533.00
,1517,9,206.00
,1518,84,884.00
,1519,1,254.00
,1520,4,381.00
,1521,9,432.00
,1522,6,289.00
,1523,,278.00
,1524,7,884.00
,1525,,184.00
,1526,,303.00
,1527,,177.00
,1528,,344.00
,1529,34,896.00
,1530,13,382.00
,1531,,510.00
,1532,12,499.00
,1533,1,170.00
,1534,31,683.00
,1535,,150.00
,1536,4,353.00
,1537,7,634.00
,1538,4,468.00
,1539,,229.00
,1540,,102.00
,1541,1,155.00
,1542,31,155.00
,1543,10,331.00
,1544,25,851.00
,1545,27,527.00
,1546,,513.00
,1547,170,813.00
,1548,52,408.00
,1549,116,714.00
,1550,,386.00
,1551,9,409.00
,1552,2,295.00
,1553,,188.00
,1554,28,230.00
,1555,66,2112.00
,1556,53,690.00
,1557,,165.00
,1558,64,979.00
,1559,8,343.00
,1560,19,108.00
,1561,,77.00
,1562,15,92.00
,1563,10,382.00
,1564,,110.00
,1565,2,398.00
,1566,26,991.00
,1567,24,432.00
,1568,2,433.00
,1569,1,27.00
,1570,1,620.00
,1571,,300.00
,1572,3,349.00
,1573,20,520.00
,1574,253,1162.00
,1575,,245.00
,1576,,385.00
,1577,1,169.00
,1578,22,371.00
,1579,3,493.00
,1580,,272.00
,1581,,244.00
,1582,48,459.00
9,1,68,426.00
,2,3,252.00
,3,53,380.00
,4,1,121.00
,5,1,407.00
,6,3,319.00
,7,15,616.00
,8,140,606.00
,9,7,311.00
,10,,264.00
,11,10,262.00
,12,31,394.00
,13,1,808.00
,14,26,282.00
,15,27,405.00
,16,,297.00
,17,2,236.00
,18,,216.00
,19,4,326.00
,20,,191.00
,21,1,257.00
,22,94,199.00
,23,2,335.00
,24,,267.00
,25,1,77.00
,26,1,97.00
,27,13,758.00
,28,2,899.00
,29,,167.00
,30,15,164.00
,31,7,167.00
,32,1,137.00
,33,1,569.00
,34,,208.00
,35,,95.00
,36,4,478.00
,37,1,235.00
,38,1,514.00
,39,,110.00
,40,29,591.00
,41,2,279.00
,42,45,722.00
,43,2,280.00
,44,,196.00
,45,100,573.00
,46,18,528.00
,47,,610.00
,48,12,215.00
,49,2,633.00
,50,,308.00
,51,6,234.00
,52,19,742.00
,53,,188.00
,54,20,383.00
,55,8,331.00
,56,1,743.00
,57,,169.00
,58,2,595.00
,59,,393.00
,60,30,1178.00
,61,,236.00
,62,,193.00
,63,66,426.00
,64,14,636.00
,65,,189.00
,66,1,567.00
,67,,217.00
,68,11,778.00
,69,4,278.00
,70,,108.00
,71,47,492.00
,72,14,766.00
,73,1,414.00
,74,,379.00
,75,1,479.00
,76,15,320.00
,77,,130.00
,78,42,1126.00
,79,1,393.00
,80,39,668.00
,81,5,81.00
,82,13,414.00
,83,,305.00
,84,1,241.00
,85,2,413.00
,86,1,354.00
,87,,321.00
,88,59,811.00
,89,34,368.00
,90,9,755.00
,91,,334.00
,92,5,329.00
,93,2,537.00
,94,1,403.00
,95,12,230.00
,96,5,293.00
,97,4,212.00
,98,1,274.00
,99,,186.00
,100,47,868.00
,101,,319.00
,102,1,186.00
,103,,686.00
,104,14,188.00
,105,4,248.00
,106,9,731.00
,107,1,412.00
,108,67,119.00
,109,,155.00
,110,1,260.00
,111,,246.00
,112,5,482.00
,113,8,253.00
,114,,133.00
,115,,100.00
,116,,310.00
,117,2,200.00
,118,1,212.00
,119,6,405.00
,120,2,246.00
,121,3,157.00
,122,,372.00
,123,13,303.00
,124,3,303.00
,125,,245.00
,126,,470.00
,127,12,591.00
,128,11,1188.00
,129,,76.00
,130,,195.00
,131,73,286.00
,132,26,464.00
,133,4,381.00
,134,,200.00
,135,4,477.00
,136,1,254.00
,137,3,224.00
,138,2,158.00
,139,4,231.00
,140,1,630.00
,141,2,705.00
,142,3,272.00
,143,,342.00
,144,1,596.00
,145,,409.00
,146,,210.00
,147,2,205.00
,148,1,279.00
,149,3,555.00
,150,32,1343.00
,151,6,906.00
,152,12,281.00
,153,68,603.00
,154,5,513.00
,155,10,560.00
,156,,119.00
,157,,121.00
,158,106,784.00
,159,8,181.00
,160,1,304.00
,161,56,1072.00
,162,48,604.00
,163,,297.00
,164,40,551.00
,165,1,124.00
,166,5,636.00
,167,8,452.00
,168,,293.00
,169,1,298.00
,170,2,275.00
,171,,79.00
,172,,186.00
,173,1,320.00
,174,1,517.00
,175,,280.00
,176,17,158.00
,177,,173.00
,178,4,155.00
,179,26,404.00
,180,3,446.00
,181,3,407.00
,182,,108.00
,183,1,429.00
,184,,358.00
,185,,429.00
,186,1,484.00
,187,1,278.00
,188,1,423.00
,189,27,627.00
,190,1,258.00
,191,3,682.00
,192,4,593.00
,193,,216.00
,194,2,397.00
,195,2,934.00
,196,11,284.00
,197,70,492.00
,198,,162.00
,199,,171.00
,200,25,325.00
,201,,288.00
,202,39,529.00
,203,,140.00
,204,1,529.00
,205,75,462.00
,206,1,397.00
,207,20,753.00
,208,6,1155.00
,209,,295.00
,210,2,151.00
,211,1,196.00
,212,1,636.00
,213,,204.00
,214,30,675.00
,215,,267.00
,216,1,151.00
,217,3,92.00
,218,,149.00
,219,6,312.00
,220,2,252.00
,221,2,168.00
,222,2,631.00
,223,,248.00
,224,,174.00
,225,,228.00
,226,4,434.00
,227,,341.00
,228,33,897.00
,229,3,201.00
,230,4,957.00
,231,7,894.00
,232,4,304.00
,233,2,399.00
,234,4,449.00
,235,152,655.00
,236,1,155.00
,237,,156.00
,238,6,381.00
,239,10,1194.00
,240,7,551.00
,241,,422.00
,242,,324.00
,243,13,434.00
,244,2,520.00
,245,7,408.00
,246,13,351.00
,247,,290.00
,248,32,589.00
,249,19,447.00
,250,74,1013.00
,251,,188.00
,252,,122.00
,253,1,662.00
,254,6,593.00
,255,,173.00
,256,4,115.00
,257,9,542.00
,258,1,333.00
,259,4,1295.00
,260,3,193.00
,261,4,75.00
,262,1,591.00
,263,,258.00
,264,3,282.00
,265,83,589.00
,266,2,137.00
,267,1,421.00
,268,8,312.00
,269,1,329.00
,270,,335.00
,271,1,438.00
,272,4,182.00
,273,,429.00
,274,68,668.00
,275,2,591.00
,276,42,526.00
,277,2,560.00
,278,3,115.00
,279,3,337.00
,280,,133.00
,281,,442.00
,282,,280.00
,283,44,652.00
,284,13,168.00
,285,,68.00
,286,,119.00
,287,,212.00
,288,9,174.00
,289,2,316.00
,290,,213.00
,291,,144.00
,292,,158.00
,293,19,773.00
,294,9,580.00
,295,14,227.00
,296,3,83.00
,297,5,107.00
,298,4,226.00
,299,4,263.00
,300,111,452.00
,301,1,302.00
,302,8,463.00
,303,72,783.00
,304,1,181.00
,305,18,876.00
,306,,263.00
,307,5,271.00
,308,1,215.00
,309,6,341.00
,310,10,529.00
,311,2,356.00
,312,,268.00
,313,2,228.00
,314,,357.00
,315,10,375.00
,316,1,449.00
,317,134,470.00
,318,,450.00
,319,36,544.00
,320,27,394.00
,321,1,336.00
,322,,155.00
,323,1,376.00
,324,,607.00
,325,1,224.00
,326,,145.00
,327,12,930.00
,328,7,364.00
,329,15,528.00
,330,,185.00
,331,,293.00
,332,1,499.00
,333,27,359.00
,334,13,183.00
,335,3,272.00
,336,15,256.00
,337,3,298.00
,338,3,431.00
,339,,230.00
,340,1,329.00
,341,4,235.00
,342,1,321.00
,343,,246.00
,344,3,335.00
,345,,240.00
,346,,317.00
,347,,121.00
,348,6,356.00
,349,,150.00
,350,1,298.00
,351,5,382.00
,352,5,209.00
,353,4,577.00
,354,1,227.00
,355,5,736.00
,356,,284.00
,357,1,757.00
,358,,232.00
,359,4,376.00
,360,2,236.00
,361,,197.00
,362,2,591.00
,363,5,675.00
,364,1,93.00
,365,,231.00
,366,10,371.00
,367,215,565.00
,368,4,1020.00
,369,,489.00
,370,11,512.00
,371,1,264.00
,372,3,95.00
,373,,366.00
,374,1,487.00
,375,,300.00
,376,1,129.00
,377,4,502.00
,378,30,778.00
,379,19,1111.00
,380,2,301.00
,381,3,395.00
,382,,225.00
,383,2,593.00
,384,7,272.00
,385,50,353.00
,386,,525.00
,387,,550.00
,388,,185.00
,389,23,498.00
,390,,413.00
,391,14,596.00
,392,4,350.00
,393,6,191.00
,394,1,287.00
,395,6,217.00
,396,4,537.00
,397,1,176.00
,398,5,257.00
,399,5,391.00
,400,3,500.00
,401,48,423.00
,402,3,521.00
,403,37,464.00
,404,54,524.00
,405,,306.00
,406,,26.00
,407,4,711.00
,408,4,312.00
,409,10,484.00
,410,,82.00
,411,3,470.00
,412,15,1070.00
,413,1,331.00
,414,14,488.00
,415,1,315.00
,416,36,520.00
,417,1,307.00
,418,1,929.00
,419,3,331.00
,420,1,484.00
,421,8,771.00
,422,,380.00
,423,2,95.00
,424,13,436.00
,425,1,70.00
,426,2,682.00
,427,32,486.00
,428,10,308.00
,429,3,302.00
,430,1,412.00
,431,19,244.00
,432,1,719.00
,433,25,575.00
,434,2,395.00
,435,5,193.00
,436,10,344.00
,437,,456.00
,438,2,418.00
,439,11,325.00
,440,,381.00
,441,4,385.00
,442,,322.00
,443,5,230.00
,444,4,732.00
,445,,163.00
,446,2,499.00
,447,17,933.00
,448,,369.00
,449,2,186.00
,450,10,651.00
,451,2,278.00
,452,3,404.00
,453,,536.00
,454,,171.00
,455,,441.00
,456,4,1031.00
,457,,330.00
,458,3,658.00
,459,17,504.00
,460,21,817.00
,461,15,266.00
,462,12,346.00
,463,28,171.00
,464,187,1799.00
,465,,78.00
,466,21,571.00
,467,2,470.00
,468,1,258.00
,469,1,466.00
,470,3,820.00
,471,,222.00
,472,,71.00
,473,4,426.00
,474,9,413.00
,475,6,172.00
,476,,132.00
,477,,217.00
,478,1,453.00
,479,2,685.00
,480,1,328.00
,481,26,599.00
,482,1,203.00
,483,33,412.00
,484,1,715.00
,485,1,154.00
,486,1,216.00
,487,,202.00
,488,,494.00
,489,1,120.00
,490,7,380.00
,491,5,262.00
,492,,138.00
,493,,153.00
,494,14,625.00
,495,1,745.00
,496,3,396.00
,497,15,252.00
,498,14,702.00
,499,6,575.00
,500,,329.00
,501,5,728.00
,502,1,421.00
,503,12,307.00
,504,,355.00
,505,,105.00
,506,3,224.00
,507,,138.00
,508,,476.00
,509,3,165.00
,510,50,838.00
,511,1,200.00
,512,2,146.00
,513,2,209.00
,514,,310.00
,515,1,734.00
,516,2,196.00
,517,,182.00
,518,3,551.00
,519,,298.00
,520,25,618.00
,521,2,394.00
,522,,303.00
,523,14,119.00
,524,9,443.00
,525,3,508.00
,526,18,728.00
,527,,247.00
,528,17,920.00
,529,25,241.00
,530,5,684.00
,531,,166.00
,532,,175.00
,533,2,819.00
,534,1,106.00
,535,1,555.00
,536,23,368.00
,537,1,616.00
,538,,487.00
,539,1,181.00
,540,2,211.00
,541,2,410.00
,542,,79.00
,543,4,513.00
,544,5,329.00
,545,1,330.00
,546,3,554.00
,547,,123.00
,548,1,225.00
,549,1,119.00
,550,13,534.00
,551,56,532.00
,552,16,635.00
,553,,678.00
,554,5,363.00
,555,,444.00
,556,48,303.00
,557,1,654.00
,558,2,188.00
,559,8,512.00
,560,12,612.00
,561,5,494.00
,562,,113.00
,563,,231.00
,564,18,387.00
,565,30,792.00
,566,172,886.00
,567,8,538.00
,568,1,236.00
,569,1,401.00
,570,22,825.00
,571,1,517.00
,572,2,932.00
,573,1,409.00
,574,2,229.00
,575,5,234.00
,576,,204.00
,577,5,518.00
,578,37,1303.00
,579,2,286.00
,580,,155.00
,581,,75.00
,582,,279.00
,583,10,545.00
,584,1,258.00
,585,,359.00
,586,11,297.00
,587,7,293.00
,588,,202.00
,589,,76.00
,590,3,467.00
,591,6,172.00
,592,1,507.00
,593,7,484.00
,594,31,475.00
,595,5,616.00
,596,16,1183.00
,597,,173.00
,598,69,612.00
,599,,293.00
,600,3,355.00
,601,1,173.00
,602,,258.00
,603,11,601.00
,604,3,467.00
,605,1,247.00
,606,1,396.00
,607,15,231.00
,608,13,479.00
,609,1,300.00
,610,,318.00
,611,3,399.00
,612,,437.00
,613,5,567.00
,614,2,370.00
,615,,216.00
,616,1,433.00
,617,1,223.00
,618,4,281.00
,619,2,756.00
,620,,350.00
,621,8,459.00
,622,1,888.00
,623,,210.00
,624,2,340.00
,625,,358.00
,626,122,1208.00
,627,78,985.00
,628,28,481.00
,629,2,130.00
,630,,192.00
,631,1,290.00
,632,140,795.00
,633,3,635.00
,634,8,314.00
,635,1,225.00
,636,7,191.00
,637,2,540.00
,638,18,914.00
,639,2,341.00
,640,,318.00
,641,18,262.00
,642,1,197.00
,643,,249.00
,644,3,205.00
,645,,329.00
,646,,237.00
,647,2,296.00
,648,,406.00
,649,10,650.00
,650,10,400.00
,651,,287.00
,652,9,422.00
,653,9,236.00
,654,,170.00
,655,1,789.00
,656,2,299.00
,657,28,528.00
,658,2,489.00
,659,19,571.00
,660,,347.00
,661,5,324.00
,662,,83.00
,663,,246.00
,664,4,523.00
,665,2,454.00
,666,,694.00
,667,3,675.00
,668,1,489.00
,669,,371.00
,670,4,147.00
,671,5,154.00
,672,,353.00
,673,1,348.00
,674,,193.00
,675,,179.00
,676,,555.00
,677,1,278.00
,678,,397.00
,679,,399.00
,680,,329.00
,681,1,210.00
,682,27,434.00
,683,3,592.00
,684,14,296.00
,685,1,294.00
,686,,289.00
,687,3,535.00
,688,2,365.00
,689,,420.00
,690,2,231.00
,691,1,547.00
,692,5,196.00
,693,1,231.00
,694,1,554.00
,695,24,867.00
,696,,223.00
,697,3,141.00
,698,1,252.00
,699,1,611.00
,700,5,398.00
,701,,133.00
,702,1,383.00
,703,1,494.00
,704,10,506.00
,705,1,663.00
,706,93,617.00
,707,2,265.00
,708,3,629.00
,709,2,419.00
,710,53,227.00
,711,2,1066.00
,712,33,469.00
,713,3,312.00
,714,1,433.00
,715,8,412.00
,716,1,325.00
,717,5,387.00
,718,1,264.00
,719,3,338.00
,720,1,274.00
,721,,140.00
,722,1,313.00
,723,,88.00
,724,1,461.00
,725,23,858.00
,726,3,306.00
,727,1,301.00
,728,,107.00
,729,1,600.00
,730,2,206.00
,731,,95.00
,732,,207.00
,733,10,536.00
,734,,131.00
,735,27,795.00
,736,,437.00
,737,37,564.00
,738,,132.00
,739,,157.00
,740,1,329.00
,741,,344.00
,742,3,296.00
,743,2,473.00
,744,,536.00
,745,3,651.00
,746,,309.00
,747,,168.00
,748,274,1186.00
,749,4,637.00
,750,5,485.00
,751,1,353.00
,752,,341.00
,753,4,432.00
,754,4,451.00
,755,11,653.00
,756,,316.00
,757,10,414.00
,758,,329.00
,759,,141.00
,760,1,417.00
,761,,245.00
,762,3,498.00
,763,7,391.00
,764,,195.00
,765,11,599.00
,766,46,525.00
,767,17,482.00
,768,3,211.00
,769,9,801.00
,770,7,104.00
,771,5,304.00
,772,8,682.00
,773,2,321.00
,774,18,318.00
,775,,102.00
,776,21,669.00
,777,,121.00
,778,1,418.00
,779,3,598.00
,780,1,381.00
,781,24,784.00
,782,22,1076.00
,783,3,297.00
,784,,516.00
,785,,432.00
,786,,87.00
,787,55,616.00
,788,,277.00
,789,2,484.00
,790,2,372.00
,791,3,494.00
,792,5,460.00
,793,23,832.00
,794,,62.00
,795,3,384.00
,796,,12.00
,797,3,211.00
,798,,86.00
,799,,785.00
,800,1,370.00
,801,6,606.00
,802,18,623.00
,803,12,165.00
,804,,150.00
,805,1,386.00
,806,,219.00
,807,,358.00
,808,16,839.00
,809,7,685.00
,810,,593.00
,811,3,572.00
,812,,163.00
,813,13,414.00
,814,13,369.00
,815,,262.00
,816,1,182.00
,817,10,344.00
,818,,47.00
,819,,304.00
,820,11,502.00
,821,4,176.00
,822,,137.00
,823,93,736.00
,824,2,82.00
,825,2,312.00
,826,6,587.00
,827,,92.00
,828,3,603.00
,829,1,448.00
,830,,138.00
,831,73,757.00
,832,,1060.00
,833,2,384.00
,834,4,563.00
,835,5,368.00
,836,7,181.00
,837,1,217.00
,838,,144.00
,839,3,571.00
,840,1,213.00
,841,,272.00
,842,8,643.00
,843,12,479.00
,844,25,1154.00
,845,49,289.00
,846,,195.00
,847,1,149.00
,848,7,462.00
,849,,311.00
,850,2,61.00
,851,1,432.00
,852,4,505.00
,853,3,258.00
,854,1,241.00
,855,18,107.00
,856,1,229.00
,857,25,295.00
,858,,406.00
,859,32,1038.00
,860,,176.00
,861,2,411.00
,862,,299.00
,863,,504.00
,864,134,981.00
,865,2,494.00
,866,6,775.00
,867,3,358.00
,868,,124.00
,869,1,524.00
,870,,149.00
,871,32,665.00
,872,2,207.00
,873,1,448.00
,874,26,817.00
,875,18,323.00
,876,10,345.00
,877,5,333.00
,878,17,892.00
,879,35,372.00
,880,,297.00
,881,13,232.00
,882,3,246.00
,883,1,398.00
,884,,137.00
,885,,402.00
,886,1,249.00
,887,2,165.00
,888,3,294.00
,889,94,787.00
,890,8,615.00
,891,11,390.00
,892,,105.00
,893,,61.00
,894,35,474.00
,895,1,262.00
,896,5,377.00
,897,25,79.00
,898,25,1070.00
,899,,215.00
,900,1,592.00
,901,107,896.00
,902,,241.00
,903,1,177.00
,904,,160.00
,905,2,393.00
,906,33,286.00
,907,,29.00
,908,,93.00
,909,51,495.00
,910,,226.00
,911,30,1677.00
,912,5,207.00
,913,,324.00
,914,13,318.00
,915,1,326.00
,916,22,356.00
,917,2,482.00
,918,5,500.00
,919,10,297.00
,920,1,324.00
,921,,111.00
,922,1,395.00
,923,1,220.00
,924,1,528.00
,925,,110.00
,926,8,578.00
,927,,462.00
,928,13,823.00
,929,4,264.00
,930,2,649.00
,931,53,448.00
,932,2,187.00
,933,6,382.00
,934,11,1074.00
,935,,444.00
,936,3,409.00
,937,1,181.00
,938,2,149.00
,939,,324.00
,940,,296.00
,941,5,169.00
,942,1,530.00
,943,3,416.00
,944,10,371.00
,945,,227.00
,946,4,129.00
,947,2,389.00
,948,5,786.00
,949,2,360.00
,950,3,280.00
,951,22,631.00
,952,6,387.00
,953,,184.00
,954,8,356.00
,955,39,273.00
,956,,413.00
,957,3,920.00
,958,3,987.00
,959,57,714.00
,960,,92.00
,961,6,227.00
,962,39,449.00
,963,1,566.00
,964,3,647.00
,965,,272.00
,966,1,402.00
,967,62,513.00
,968,2,216.00
,969,,382.00
,970,4,424.00
,971,5,409.00
,972,5,74.00
,973,6,565.00
,974,14,222.00
,975,,162.00
,976,5,251.00
,977,34,509.00
,978,10,486.00
,979,,392.00
,980,,364.00
,981,1,298.00
,982,,206.00
,983,6,391.00
,984,1,273.00
,985,2,185.00
,986,,163.00
,987,1,578.00
,988,1,355.00
,989,2,886.00
,990,,156.00
,991,,4.00
,992,,310.00
,993,2,471.00
,994,3,727.00
,995,,162.00
,996,4,110.00
,997,4,550.00
,998,7,562.00
,999,19,315.00
,1000,1,69.00
,1001,9,284.00
,1002,1,275.00
,1003,1,485.00
,1004,4,712.00
,1005,,727.00
,1006,1,285.00
,1007,2,783.00
,1008,,85.00
,1009,58,227.00
,1010,12,89.00
,1011,66,1010.00
,1012,4,473.00
,1013,6,172.00
,1014,,434.00
,1015,82,366.00
,1016,2,307.00
,1017,5,931.00
,1018,7,317.00
,1019,1,325.00
,1020,,65.00
,1021,1,116.00
,1022,19,352.00
,1023,10,967.00
,1024,,186.00
,1025,100,838.00
,1026,7,594.00
,1027,,346.00
,1028,4,424.00
,1029,7,231.00
,1030,,105.00
,1031,17,342.00
,1032,1,179.00
,1033,9,1297.00
,1034,,238.00
,1035,1,291.00
,1036,,704.00
,1037,,55.00
,1038,,98.00
,1039,3,157.00
,1040,,191.00
,1041,,231.00
,1042,2,279.00
,1043,10,650.00
,1044,35,611.00
,1045,2,497.00
,1046,14,876.00
,1047,1,456.00
,1048,,280.00
,1049,2,215.00
,1050,,197.00
,1051,3,145.00
,1052,65,437.00
,1053,,155.00
,1054,,291.00
,1055,8,815.00
,1056,38,537.00
,1057,,208.00
,1058,,332.00
,1059,2,278.00
,1060,,306.00
,1061,41,701.00
,1062,4,346.00
,1063,23,263.00
,1064,9,812.00
,1065,5,370.00
,1066,2,119.00
,1067,5,416.00
,1068,42,745.00
,1069,,99.00
,1070,68,480.00
,1071,4,617.00
,1072,6,367.00
,1073,6,433.00
,1074,,123.00
,1075,2,249.00
,1076,,471.00
,1077,,238.00
,1078,1,100.00
,1079,,288.00
,1080,1,259.00
,1081,1,323.00
,1082,13,237.00
,1083,15,418.00
,1084,3,696.00
,1085,1,268.00
,1086,84,369.00
,1087,1,452.00
,1088,,181.00
,1089,1,539.00
,1090,,124.00
,1091,19,1076.00
,1092,1,186.00
,1093,28,642.00
,1094,1,408.00
,1095,4,1331.00
,1096,,175.00
,1097,2,457.00
,1098,1,291.00
,1099,23,257.00
,1100,15,521.00
,1101,7,467.00
,1102,,111.00
,1103,4,721.00
,1104,6,413.00
,1105,1,365.00
,1106,3,332.00
,1107,,209.00
,1108,,205.00
,1109,1,540.00
,1110,,143.00
,1111,8,230.00
,1112,2,347.00
,1113,4,273.00
,1114,11,488.00
,1115,66,934.00
,1116,,219.00
,1117,12,544.00
,1118,10,370.00
,1119,1,303.00
,1120,,379.00
,1121,7,905.00
,1122,13,695.00
,1123,,477.00
,1124,1,850.00
,1125,2,163.00
,1126,5,229.00
,1127,1,240.00
,1128,1,204.00
,1129,4,496.00
,1130,3,368.00
,1131,38,613.00
,1132,2,206.00
,1133,,385.00
,1134,2,372.00
,1135,1,725.00
,1136,87,812.00
,1137,3,268.00
,1138,,206.00
,1139,,341.00
,1140,9,726.00
,1141,9,385.00
,1142,51,392.00
,1143,2,218.00
,1144,26,355.00
,1145,9,506.00
,1146,12,738.00
,1147,,318.00
,1148,17,382.00
,1149,5,134.00
,1150,1,34.00
,1151,4,167.00
,1152,6,1031.00
,1153,1,219.00
,1154,6,681.00
,1155,12,334.00
,1156,2,630.00
,1157,15,1221.00
,1158,,655.00
,1159,44,667.00
,1160,2,236.00
,1161,19,229.00
,1162,1,186.00
,1163,3,116.00
,1164,4,233.00
,1165,3,275.00
,1166,12,917.00
,1167,4,527.00
,1168,31,510.00
,1169,8,272.00
,1170,3,662.00
,1171,,215.00
,1172,4,156.00
,1173,,170.00
,1174,5,432.00
,1175,2,50.00
,1176,17,206.00
,1177,2,163.00
,1178,3,571.00
,1179,11,319.00
,1180,2,69.00
,1181,,335.00
,1182,50,877.00
,1183,,440.00
,1184,13,1525.00
,1185,1,238.00
,1186,1,608.00
,1187,31,819.00
,1188,,168.00
,1189,2,294.00
,1190,,210.00
,1191,2,366.00
,1192,5,746.00
,1193,19,400.00
,1194,13,401.00
,1195,1,208.00
,1196,5,105.00
,1197,,258.00
,1198,21,413.00
,1199,7,619.00
,1200,,355.00
,1201,,545.00
,1202,21,292.00
,1203,1,450.00
,1204,2,359.00
,1205,2,226.00
,1206,,161.00
,1207,1,259.00
,1208,147,425.00
,1209,8,501.00
,1210,12,678.00
,1211,,273.00
,1212,5,385.00
,1213,,115.00
,1214,,216.00
,1215,4,677.00
,1216,22,674.00
,1217,,245.00
,1218,,310.00
,1219,1,168.00
,1220,,101.00
,1221,,30.00
,1222,1,348.00
,1223,,132.00
,1224,27,635.00
,1225,,217.00
,1226,17,450.00
,1227,1,248.00
,1228,3,259.00
,1229,15,352.00
,1230,2,268.00
,1231,14,349.00
,1232,3,588.00
,1233,,190.00
,1234,,201.00
,1235,,158.00
,1236,5,549.00
,1237,1,456.00
,1238,5,479.00
,1239,142,970.00
,1240,7,497.00
,1241,2,233.00
,1242,10,128.00
,1243,1,468.00
,1244,1,121.00
,1245,,316.00
,1246,5,643.00
,1247,2,355.00
,1248,31,536.00
,1249,8,229.00
,1250,51,342.00
,1251,5,248.00
,1252,5,964.00
,1253,1,261.00
,1254,2,382.00
,1255,,237.00
,1256,1,215.00
,1257,137,642.00
,1258,20,322.00
,1259,6,569.00
,1260,16,299.00
,1261,6,331.00
,1262,,115.00
,1263,16,690.00
,1264,2,316.00
,1265,,258.00
,1266,31,384.00
,1267,2,324.00
,1268,1,598.00
,1269,,193.00
,1270,26,818.00
,1271,1,645.00
,1272,1,148.00
,1273,30,491.00
,1274,,226.00
,1275,,93.00
,1276,18,329.00
,1277,,102.00
,1278,,148.00
,1279,2,266.00
,1280,3,214.00
,1281,,272.00
,1282,,252.00
,1283,1,221.00
,1284,,345.00
,1285,18,333.00
,1286,,195.00
,1287,,184.00
,1288,,106.00
,1289,5,597.00
,1290,,503.00
,1291,7,537.00
,1292,1,349.00
,1293,,188.00
,1294,3,212.00
,1295,8,336.00
,1296,7,386.00
,1297,,251.00
,1298,22,728.00
,1299,2,204.00
,1300,1,422.00
,1301,9,290.00
,1302,11,317.00
,1303,11,382.00
,1304,1,249.00
,1305,7,491.00
,1306,1,183.00
,1307,4,158.00
,1308,3,283.00
,1309,20,693.00
,1310,3,242.00
,1311,,464.00
,1312,4,443.00
,1313,,104.00
,1314,6,390.00
,1315,46,556.00
,1316,,226.00
,1317,18,864.00
,1318,2,302.00
,1319,2,699.00
,1320,1,428.00
,1321,55,357.00
,1322,,263.00
